ensg_id	gene_symbol	pmtl	latest_gene_symbol
ENSG00000002919	SNX11	NA	SNX11
ENSG00000141293	SKAP1	NA	SKAP1
ENSG00000221739	MIR1203	NA	MIR1203
ENSG00000263787	SKAP1-AS1	NA	SKAP1-AS1
ENSG00000207306	RNU6-1152P	NA	RNU6-1152P
ENSG00000200538	U3	NA	U3
ENSG00000206805	Y_RNA	NA	Y_RNA
ENSG00000120094	HOXB1	NA	HOXB1
ENSG00000173917	HOXB2	NA	HOXB2
ENSG00000230148	HOXB-AS1	NA	HOXB-AS1
ENSG00000120093	HOXB3	NA	HOXB3
ENSG00000233101	HOXB-AS3	NA	HOXB-AS3
ENSG00000239552	HOXB-AS2	NA	HOXB-AS2
ENSG00000182742	HOXB4	NA	HOXB4
ENSG00000284038	MIR10A	NA	MIR10A
ENSG00000120075	HOXB5	NA	HOXB5
ENSG00000108511	HOXB6	NA	HOXB6
ENSG00000260027	HOXB7	NA	HOXB7
ENSG00000120068	HOXB8	NA	HOXB8
ENSG00000170689	HOXB9	NA	HOXB9
ENSG00000242207	HOXB-AS4	NA	HOXB-AS4
ENSG00000210741	MIR196A1	NA	MIR196A1
ENSG00000244649	LINC02086	NA	LINC02086
ENSG00000241788	COX6B1P2	NA	COX6B1P2
ENSG00000159182	PRAC1	NA	PRAC1
ENSG00000229637	PRAC2	NA	PRAC2
ENSG00000263602	MIR3185	NA	MIR3185
ENSG00000159184	HOXB13	NA	HOXB13
ENSG00000170703	TTLL6	NA	TTLL6
ENSG00000244514	RN7SL125P	NA	RN7SL125P
ENSG00000136436	CALCOCO2	NA	CALCOCO2
ENSG00000248278	SUMO2P17	NA	SUMO2P17
ENSG00000159202	UBE2Z	NA	UBE2Z
ENSG00000159210	SNF8	NA	SNF8
ENSG00000200903	RNU1-42P	NA	RNU1-42P
ENSG00000159224	GIP	NA	GIP
ENSG00000159217	IGF2BP1	NA	IGF2BP1
ENSG00000255851	Metazoa_SRP	NA	Metazoa_SRP
ENSG00000252636	RNU6-826P	NA	RNU6-826P
ENSG00000248883	B4GALNT2P1	NA	B4GALNT2P1
ENSG00000167080	B4GALNT2	NA	B4GALNT2
ENSG00000167083	GNGT2	NA	GNGT2
ENSG00000108798	ABI3	NA	ABI3
ENSG00000173868	PHOSPHO1	NA	PHOSPHO1
ENSG00000177369	FLJ40194	NA	FLJ40194
ENSG00000273500	MIR6129	NA	MIR6129
ENSG00000198740	ZNF652	NA	ZNF652
ENSG00000167085	PHB	NA	PHB
ENSG00000207127	Y_RNA	NA	Y_RNA
ENSG00000229944	EIF4EP2	NA	EIF4EP2
ENSG00000249497	LINC02075	NA	LINC02075
ENSG00000064300	NGFR	NA	NGFR
ENSG00000277478	MIR6165	NA	MIR6165
ENSG00000182575	NXPH3	NA	NXPH3
ENSG00000121067	SPOP	NA	SPOP
ENSG00000121073	SLC35B1	NA	SLC35B1
ENSG00000121104	FAM117A	NA	FAM117A
ENSG00000136504	KAT7	NA	KAT7
ENSG00000176358	TAC4	NA	TAC4
ENSG00000199492	RNU6-1313P	NA	RNU6-1313P
ENSG00000108813	DLX4	NA	DLX4
ENSG00000064195	DLX3	NA	DLX3
ENSG00000246640	PICART1	NA	PICART1
ENSG00000005884	ITGA3	NA	ITGA3
ENSG00000005882	PDK2	NA	PDK2
ENSG00000167100	SAMD14	NA	SAMD14
ENSG00000108819	PPP1R9B	NA	PPP1R9B
ENSG00000108823	SGCA	NA	SGCA
ENSG00000108821	COL1A1	NA	COL1A1
ENSG00000251085	LINC01969	NA	LINC01969
ENSG00000249838	SUMO2P7	NA	SUMO2P7
ENSG00000167105	TMEM92	NA	TMEM92
ENSG00000251179	TMEM92-AS1	NA	TMEM92-AS1
ENSG00000015532	XYLT2	NA	XYLT2
ENSG00000108826	MRPL27	NA	MRPL27
ENSG00000154920	EME1	NA	EME1
ENSG00000108829	LRRC59	NA	LRRC59
ENSG00000206824	Y_RNA	NA	Y_RNA
ENSG00000167107	ACSF2	NA	ACSF2
ENSG00000262759	MRPS21P9	NA	MRPS21P9
ENSG00000136457	CHAD	NA	CHAD
ENSG00000136444	RSAD1	NA	RSAD1
ENSG00000136449	MYCBPAP	NA	MYCBPAP
ENSG00000049283	EPN3	NA	EPN3
ENSG00000006282	SPATA20	NA	SPATA20
ENSG00000250107	CACNA1G-AS1	NA	CACNA1G-AS1
ENSG00000006283	CACNA1G	NA	CACNA1G
ENSG00000108846	ABCC3	NA	ABCC3
ENSG00000154945	ANKRD40	NA	ANKRD40
ENSG00000201340	Y_RNA	NA	Y_RNA
ENSG00000108848	LUC7L3	NA	LUC7L3
ENSG00000278672	MIR8059	NA	MIR8059
ENSG00000173714	WFIKKN2	NA	WFIKKN2
ENSG00000243521	RPL5P33	NA	RPL5P33
ENSG00000141232	TOB1	NA	TOB1
ENSG00000229980	TOB1-AS1	NA	TOB1-AS1
ENSG00000008294	SPAG9	NA	SPAG9
ENSG00000239672	NME1	NA	NME1
ENSG00000011052	NME1-NME2	NA	NME1-NME2
ENSG00000243678	NME2	NA	NME2
ENSG00000011258	MBTD1	NA	MBTD1
ENSG00000011260	UTP18	NA	UTP18
ENSG00000249383	LINC02071	NA	LINC02071
ENSG00000225860	LINC02072	NA	LINC02072
ENSG00000267452	LINC02073	NA	LINC02073
ENSG00000187504	RPL7P48	NA	RPL7P48
ENSG00000154975	CA10	NA	CA10
ENSG00000263317	LINC01982	NA	LINC01982
ENSG00000226364	LINC02089	NA	LINC02089
ENSG00000262902	MTCO1P40	NA	MTCO1P40
ENSG00000141200	KIF2B	NA	KIF2B
ENSG00000261965	ISCA1P3	NA	ISCA1P3
ENSG00000251809	RN7SKP14	NA	RN7SKP14
ENSG00000141198	TOM1L1	NA	TOM1L1
ENSG00000166260	COX11	NA	COX11
ENSG00000166263	STXBP4	NA	STXBP4
ENSG00000108924	HLF	NA	HLF
ENSG00000108960	MMD	NA	MMD
ENSG00000200107	RNU6-1249P	NA	RNU6-1249P
ENSG00000166292	TMEM100	NA	TMEM100
ENSG00000141179	PCTP	NA	PCTP
ENSG00000153930	ANKFN1	NA	ANKFN1
ENSG00000183691	NOG	NA	NOG
ENSG00000214226	C17orf67	NA	C17orf67
ENSG00000153933	DGKE	NA	DGKE
ENSG00000212469	RNU6-1158P	NA	RNU6-1158P
ENSG00000121060	TRIM25	NA	TRIM25
ENSG00000284542	MIR3614	NA	MIR3614
ENSG00000121058	COIL	NA	COIL
ENSG00000121064	SCPEP1	NA	SCPEP1
ENSG00000261192	RNF126P1	NA	RNF126P1
ENSG00000121057	AKAP1	NA	AKAP1
ENSG00000153944	MSI2	NA	MSI2
ENSG00000242889	RN7SL449P	NA	RN7SL449P
ENSG00000238447	RNU7-134P	NA	RNU7-134P
ENSG00000166329	CCDC182	NA	CCDC182
ENSG00000222976	RN7SKP94	NA	RN7SKP94
ENSG00000181610	MRPS23	NA	MRPS23
ENSG00000180891	CUEDC1	NA	CUEDC1
ENSG00000136451	VEZF1	NA	VEZF1
ENSG00000136450	SRSF1	NA	SRSF1
ENSG00000264364	DYNLL2	NA	DYNLL2
ENSG00000141194	OR4D1	NA	OR4D1
ENSG00000255713	OR4D2	NA	OR4D2
ENSG00000121053	EPX	NA	EPX
ENSG00000011143	MKS1	NA	MKS1
ENSG00000167419	LPO	NA	LPO
ENSG00000005381	MPO	NA	MPO
ENSG00000005379	TSPOAP1	NA	TSPOAP1
ENSG00000265148	TSPOAP1-AS1	NA	TSPOAP1-AS1
ENSG00000284353	MIR142	NA	MIR142
ENSG00000264399	MIR4736	NA	MIR4736
ENSG00000213246	SUPT4H1	NA	SUPT4H1
ENSG00000108375	RNF43	NA	RNF43
ENSG00000176160	HSF5	NA	HSF5
ENSG00000266648	SETP3	NA	SETP3
ENSG00000108389	MTMR4	NA	MTMR4
ENSG00000181013	C17orf47	NA	C17orf47
ENSG00000121101	TEX14	NA	TEX14
ENSG00000212195	U3	NA	U3
ENSG00000199426	RNU1-108P	NA	RNU1-108P
ENSG00000206917	RNU1-52P	NA	RNU1-52P
ENSG00000108384	RAD51C	NA	RAD51C
ENSG00000175175	PPM1E	NA	PPM1E
ENSG00000276601	Metazoa_SRP	NA	Metazoa_SRP
ENSG00000251865	RNU6-518P	NA	RNU6-518P
ENSG00000275680	Metazoa_SRP	NA	Metazoa_SRP
ENSG00000108395	TRIM37	NA	TRIM37
ENSG00000263558	RN7SL716P	NA	RN7SL716P
ENSG00000182628	SKA2	NA	SKA2
ENSG00000252212	RNU2-58P	NA	RNU2-58P
ENSG00000211514	MIR454	NA	MIR454
ENSG00000207996	MIR301A	NA	MIR301A
ENSG00000068489	PRR11	NA	PRR11
ENSG00000266537	SPDYE22P	NA	SPDYE22P
ENSG00000167447	SMG8	NA	SMG8
ENSG00000153982	GDPD1	NA	GDPD1
ENSG00000207235	Y_RNA	NA	Y_RNA
ENSG00000271063	SNRPGP17	NA	SNRPGP17
ENSG00000175155	YPEL2	NA	YPEL2
ENSG00000263857	MIR4729	NA	MIR4729
ENSG00000265313	LINC01476	NA	LINC01476
ENSG00000200889	RNU4-13P	NA	RNU4-13P
ENSG00000108406	DHX40	NA	DHX40
ENSG00000141367	CLTC	NA	CLTC
ENSG00000141378	PTRH2	NA	PTRH2
ENSG00000062716	VMP1	NA	VMP1
ENSG00000284190	MIR21	NA	MIR21
ENSG00000201524	RNU6-450P	NA	RNU6-450P
ENSG00000108423	TUBD1	NA	TUBD1
ENSG00000108443	RPS6KB1	NA	RPS6KB1
ENSG00000241913	RPS29P21	NA	RPS29P21
ENSG00000189050	RNFT1	NA	RNFT1
ENSG00000267104	TBC1D3P1-DHX40P1	NA	TBC1D3P1-DHX40P1
ENSG00000266992	DHX40P1	NA	DHX40P1
ENSG00000238283	TBC1D3P1	NA	TBC1D3P1
ENSG00000264049	MIR4737	NA	MIR4737
ENSG00000068097	HEATR6	NA	HEATR6
ENSG00000261040	WFDC21P	NA	WFDC21P
ENSG00000167434	CA4	NA	CA4
ENSG00000266960	FAM106DP	NA	FAM106DP
ENSG00000170832	USP32	NA	USP32
ENSG00000252577	SCARNA20	NA	SCARNA20
ENSG00000141371	C17orf64	NA	C17orf64
ENSG00000213228	RPL12P38	NA	RPL12P38
ENSG00000062725	APPBP2	NA	APPBP2
ENSG00000267772	LINC01999	NA	LINC01999
ENSG00000266943	RPSAP66	NA	RPSAP66
ENSG00000170836	PPM1D	NA	PPM1D
ENSG00000200013	RNU6-623P	NA	RNU6-623P
ENSG00000141376	BCAS3	NA	BCAS3
ENSG00000239932	RN7SL606P	NA	RN7SL606P
ENSG00000252534	Y_RNA	NA	Y_RNA
ENSG00000267083	KRT18P61	NA	KRT18P61
ENSG00000254114	HMGN1P28	NA	HMGN1P28
ENSG00000264322	RN7SL448P	NA	RN7SL448P
ENSG00000227694	RPL23AP74	NA	RPL23AP74
ENSG00000267667	AC005856.1	NA	AC005856.1
ENSG00000267280	TBX2-AS1	NA	TBX2-AS1
ENSG00000121068	TBX2	NA	TBX2
ENSG00000121075	TBX4	NA	TBX4
ENSG00000253506	NACA2	NA	NACA2
ENSG00000136492	BRIP1	NA	BRIP1
ENSG00000108506	INTS2	NA	INTS2
ENSG00000202361	Y_RNA	NA	Y_RNA
ENSG00000108510	MED13	NA	MED13
ENSG00000242398	RN7SL800P	NA	RN7SL800P
ENSG00000200842	Y_RNA	NA	Y_RNA
ENSG00000207123	Y_RNA	NA	Y_RNA
ENSG00000188755	TBC1D3P2	NA	TBC1D3P2
ENSG00000270033	AC053481.5	NA	AC053481.5
ENSG00000172421	EFCAB3	NA	EFCAB3
ENSG00000251981	RNU7-52P	NA	RNU7-52P
ENSG00000239527	RPS23P7	NA	RPS23P7
ENSG00000087995	METTL2A	NA	METTL2A
ENSG00000146872	TLK2	NA	TLK2
ENSG00000011028	MRC2	NA	MRC2
ENSG00000207382	Y_RNA	NA	Y_RNA
ENSG00000199697	RNU6-446P	NA	RNU6-446P
ENSG00000264907	PRELID3BP3	NA	PRELID3BP3
ENSG00000207552	MIR633	NA	MIR633
ENSG00000265262	TRMT112P3	NA	TRMT112P3
ENSG00000266411	AC005972.1	NA	AC005972.1
ENSG00000170921	TANC2	NA	TANC2
ENSG00000008283	CYB561	NA	CYB561
ENSG00000159640	ACE	NA	ACE
ENSG00000224353	ACE3P	NA	ACE3P
ENSG00000173826	KCNH6	NA	KCNH6
ENSG00000136485	DCAF7	NA	DCAF7
ENSG00000200560	RNU6-288P	NA	RNU6-288P
ENSG00000136463	TACO1	NA	TACO1
ENSG00000198909	MAP3K3	NA	MAP3K3
ENSG00000263883	EEF1DP7	NA	EEF1DP7
ENSG00000266173	STRADA	NA	STRADA
ENSG00000136490	LIMD2	NA	LIMD2
ENSG00000108588	CCDC47	NA	CCDC47
ENSG00000198231	DDX42	NA	DDX42
ENSG00000108592	FTSJ3	NA	FTSJ3
ENSG00000087191	PSMC5	NA	PSMC5
ENSG00000108604	SMARCD2	NA	SMARCD2
ENSG00000240280	TCAM1P	NA	TCAM1P
ENSG00000213218	CSH2	NA	CSH2
ENSG00000136487	GH2	NA	GH2
ENSG00000136488	CSH1	NA	CSH1
ENSG00000204414	CSHL1	NA	CSHL1
ENSG00000259384	GH1	NA	GH1
ENSG00000007312	CD79B	NA	CD79B
ENSG00000007314	SCN4A	NA	SCN4A
ENSG00000264954	PRR29-AS1	NA	PRR29-AS1
ENSG00000224383	PRR29	NA	PRR29
ENSG00000108622	ICAM2	NA	ICAM2
ENSG00000178607	ERN1	NA	ERN1
ENSG00000266402	SNHG25	NA	SNHG25
ENSG00000199753	SNORD104	NA	SNORD104
ENSG00000277887	SNORA50C	NA	SNORA50C
ENSG00000136478	TEX2	NA	TEX2
ENSG00000261371	PECAM1	NA	PECAM1
ENSG00000239823	Y_RNA	NA	Y_RNA
ENSG00000271605	MILR1	NA	MILR1
ENSG00000256525	POLG2	NA	POLG2
ENSG00000108654	DDX5	NA	DDX5
ENSG00000284564	MIR3064	NA	MIR3064
ENSG00000284368	MIR5047	NA	MIR5047
ENSG00000258890	CEP95	NA	CEP95
ENSG00000108854	SMURF2	NA	SMURF2
ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3	NA	ARHGAP27P1-BPTFP1-KPNA2P3
ENSG00000266820	KPNA2P3	NA	KPNA2P3
ENSG00000263647	BPTFP1	NA	BPTFP1
ENSG00000214176	PLEKHM1P1	NA	PLEKHM1P1
ENSG00000278581	MIR6080	NA	MIR6080
ENSG00000284172	MIR4315-2	NA	MIR4315-2
ENSG00000252242	RNU7-115P	NA	RNU7-115P
ENSG00000176809	LRRC37A3	NA	LRRC37A3
ENSG00000264840	RN7SL404P	NA	RN7SL404P
ENSG00000232457	SLC16A6P1	NA	SLC16A6P1
ENSG00000214174	AMZ2P1	NA	AMZ2P1
ENSG00000120063	GNA13	NA	GNA13
ENSG00000108370	RGS9	NA	RGS9
ENSG00000263520	LINC02563	NA	LINC02563
ENSG00000168646	AXIN2	NA	AXIN2
ENSG00000154240	CEP112	NA	CEP112
ENSG00000091583	APOH	NA	APOH
ENSG00000252653	RNA5SP444	NA	RNA5SP444
ENSG00000154229	PRKCA	NA	PRKCA
ENSG00000244044	RN7SL735P	NA	RN7SL735P
ENSG00000264630	PRKCA-AS1	NA	PRKCA-AS1
ENSG00000252685	RNU6-928P	NA	RNU6-928P
ENSG00000251698	RNA5SP445	NA	RNA5SP445
ENSG00000207943	MIR634	NA	MIR634
ENSG00000075429	CACNG5	NA	CACNG5
ENSG00000251764	RNA5SP446	NA	RNA5SP446
ENSG00000075461	CACNG4	NA	CACNG4
ENSG00000108878	CACNG1	NA	CACNG1
ENSG00000198265	HELZ	NA	HELZ
ENSG00000213180	RPL36AP48	NA	RPL36AP48
ENSG00000200619	RNA5SP447	NA	RNA5SP447
ENSG00000197170	PSMD12	NA	PSMD12
ENSG00000154217	PITPNC1	NA	PITPNC1
ENSG00000201547	Y_RNA	NA	Y_RNA
ENSG00000244610	RN7SL756P	NA	RN7SL756P
ENSG00000130935	NOL11	NA	NOL11
ENSG00000200394	SNORA38B	NA	SNORA38B
ENSG00000266858	RPSAP67	NA	RPSAP67
ENSG00000171634	BPTF	NA	BPTF
ENSG00000265052	RN7SL622P	NA	RN7SL622P
ENSG00000186665	C17orf58	NA	C17orf58
ENSG00000182481	KPNA2	NA	KPNA2
ENSG00000266117	FBXO36P1	NA	FBXO36P1
ENSG00000237854	LINC00674	NA	LINC00674
ENSG00000267023	LRRC37A16P	NA	LRRC37A16P
ENSG00000196704	AMZ2	NA	AMZ2
ENSG00000141337	ARSG	NA	ARSG
ENSG00000108932	SLC16A6	NA	SLC16A6
ENSG00000070540	WIPI1	NA	WIPI1
ENSG00000207561	MIR635	NA	MIR635
ENSG00000108946	PRKAR1A	NA	PRKAR1A
ENSG00000108950	FAM20A	NA	FAM20A
ENSG00000267659	LINC01482	NA	LINC01482
ENSG00000141338	ABCA8	NA	ABCA8
ENSG00000231749	ABCA9-AS1	NA	ABCA9-AS1
ENSG00000154258	ABCA9	NA	ABCA9
ENSG00000154262	ABCA6	NA	ABCA6
ENSG00000265331	MIR4524B	NA	MIR4524B
ENSG00000283385	MIR4524A	NA	MIR4524A
ENSG00000154263	ABCA10	NA	ABCA10
ENSG00000278873	PRO1804	NA	PRO1804
ENSG00000154265	ABCA5	NA	ABCA5
ENSG00000108984	MAP2K6	NA	MAP2K6
ENSG00000267194	AC002546.1	NA	AC002546.1
ENSG00000227517	LINC01483	NA	LINC01483
ENSG00000237560	LINC01497	NA	LINC01497
ENSG00000199801	Y_RNA	NA	Y_RNA
ENSG00000267603	LINC01028	NA	LINC01028
ENSG00000153822	KCNJ16	NA	KCNJ16
ENSG00000267365	KCNJ2-AS1	NA	KCNJ2-AS1
ENSG00000123700	KCNJ2	NA	KCNJ2
ENSG00000260785	CASC17	NA	CASC17
ENSG00000238759	RNU7-155P	NA	RNU7-155P
ENSG00000228118	MYL6P5	NA	MYL6P5
ENSG00000256124	LINC01152	NA	LINC01152
ENSG00000234899	SOX9-AS1	NA	SOX9-AS1
ENSG00000226101	LINC02097	NA	LINC02097
ENSG00000125398	SOX9	NA	SOX9
ENSG00000227036	LINC00511	NA	LINC00511
ENSG00000264026	LINC02003	NA	LINC02003
ENSG00000243514	RPL32P33	NA	RPL32P33
ENSG00000133195	SLC39A11	NA	SLC39A11
ENSG00000200783	RN7SKP180	NA	RN7SKP180
ENSG00000180616	SSTR2	NA	SSTR2
ENSG00000166685	COG1	NA	COG1
ENSG00000133193	FAM104A	NA	FAM104A
ENSG00000141219	C17orf80	NA	C17orf80
ENSG00000187959	CPSF4L	NA	CPSF4L
ENSG00000179604	CDC42EP4	NA	CDC42EP4
ENSG00000069188	SDK2	NA	SDK2
ENSG00000177338	LINC00469	NA	LINC00469
ENSG00000234721	LINC02092	NA	LINC02092
ENSG00000266357	LINC02074	NA	LINC02074
ENSG00000172809	RPL38	NA	RPL38
ENSG00000246731	MGC16275	NA	MGC16275
ENSG00000141540	TTYH2	NA	TTYH2
ENSG00000171595	DNAI2	NA	DNAI2
ENSG00000196169	KIF19	NA	KIF19
ENSG00000204347	BTBD17	NA	BTBD17
ENSG00000257008	GPR142	NA	GPR142
ENSG00000200021	RNA5SP448	NA	RNA5SP448
ENSG00000170412	GPRC5C	NA	GPRC5C
ENSG00000167851	CD300A	NA	CD300A
ENSG00000178789	CD300LB	NA	CD300LB
ENSG00000167850	CD300C	NA	CD300C
ENSG00000204345	CD300LD	NA	CD300LD
ENSG00000186407	CD300E	NA	CD300E
ENSG00000172794	RAB37	NA	RAB37
ENSG00000186074	CD300LF	NA	CD300LF
ENSG00000284186	MIR3615	NA	MIR3615
ENSG00000109062	SLC9A3R1	NA	SLC9A3R1
ENSG00000109065	NAT9	NA	NAT9
ENSG00000109066	TMEM104	NA	TMEM104
ENSG00000161509	GRIN2C	NA	GRIN2C
ENSG00000161513	FDXR	NA	FDXR
ENSG00000172782	FADS6	NA	FADS6
ENSG00000182040	USH1G	NA	USH1G
ENSG00000183034	OTOP2	NA	OTOP2
ENSG00000182938	OTOP3	NA	OTOP3
ENSG00000167861	HID1	NA	HID1
ENSG00000263586	HID1-AS1	NA	HID1-AS1
ENSG00000109089	CDR2L	NA	CDR2L
ENSG00000167862	MRPL58	NA	MRPL58
ENSG00000252545	RNU6-362P	NA	RNU6-362P
ENSG00000180901	KCTD2	NA	KCTD2
ENSG00000239607	RN7SL573P	NA	RN7SL573P
ENSG00000232724	TRIM80P	NA	TRIM80P
ENSG00000170190	SLC16A5	NA	SLC16A5
ENSG00000206713	Y_RNA	NA	Y_RNA
ENSG00000125449	ARMC7	NA	ARMC7
ENSG00000125458	NT5C	NA	NT5C
ENSG00000189159	JPT1	NA	JPT1
ENSG00000252042	Y_RNA	NA	Y_RNA
ENSG00000188612	SUMO2	NA	SUMO2
ENSG00000125450	NUP85	NA	NUP85
ENSG00000125447	GGA3	NA	GGA3
ENSG00000125445	MRPS7	NA	MRPS7
ENSG00000125457	MIF4GD	NA	MIF4GD
ENSG00000125454	SLC25A19	NA	SLC25A19
ENSG00000177885	GRB2	NA	GRB2
ENSG00000264511	MIR3678	NA	MIR3678
ENSG00000223217	RNU6-938P	NA	RNU6-938P
ENSG00000202332	Y_RNA	NA	Y_RNA
ENSG00000177728	TMEM94	NA	TMEM94
ENSG00000284595	MIR6785	NA	MIR6785
ENSG00000177303	CASKIN2	NA	CASKIN2
ENSG00000182173	TSEN54	NA	TSEN54
ENSG00000073350	LLGL2	NA	LLGL2
ENSG00000266714	MYO15B	NA	MYO15B
ENSG00000108469	RECQL5	NA	RECQL5
ENSG00000204323	SMIM5	NA	SMIM5
ENSG00000259120	SMIM6	NA	SMIM6
ENSG00000161526	SAP30BP	NA	SAP30BP
ENSG00000132470	ITGB4	NA	ITGB4
ENSG00000108479	GALK1	NA	GALK1
ENSG00000283853	MIR4738	NA	MIR4738
ENSG00000132478	UNK	NA	UNK
ENSG00000092929	UNC13D	NA	UNC13D
ENSG00000132471	WBP2	NA	WBP2
ENSG00000132481	TRIM47	NA	TRIM47
ENSG00000141569	TRIM65	NA	TRIM65
ENSG00000204316	MRPL38	NA	MRPL38
ENSG00000188878	FBF1	NA	FBF1
ENSG00000161533	ACOX1	NA	ACOX1
ENSG00000257949	TEN1	NA	TEN1
ENSG00000261408	TEN1-CDK3	NA	TEN1-CDK3
ENSG00000250506	CDK3	NA	CDK3
ENSG00000167880	EVPL	NA	EVPL
ENSG00000167881	SRP68	NA	SRP68
ENSG00000186919	ZACN	NA	ZACN
ENSG00000182687	GALR2	NA	GALR2
ENSG00000182473	EXOC7	NA	EXOC7
ENSG00000275360	MIR6868	NA	MIR6868
ENSG00000129654	FOXJ1	NA	FOXJ1
ENSG00000267128	RNF157-AS1	NA	RNF157-AS1
ENSG00000141576	RNF157	NA	RNF157
ENSG00000228218	ATF4P3	NA	ATF4P3
ENSG00000185262	UBALD2	NA	UBALD2
ENSG00000129646	QRICH2	NA	QRICH2
ENSG00000161542	PRPSAP1	NA	PRPSAP1
ENSG00000251779	Y_RNA	NA	Y_RNA
ENSG00000207169	RNU6-24P	NA	RNU6-24P
ENSG00000176170	SPHK1	NA	SPHK1
ENSG00000175931	UBE2O	NA	UBE2O
ENSG00000242931	RPL7P49	NA	RPL7P49
ENSG00000129673	AANAT	NA	AANAT
ENSG00000129667	RHBDF2	NA	RHBDF2
ENSG00000161544	CYGB	NA	CYGB
ENSG00000214140	PRCD	NA	PRCD
ENSG00000163597	SNHG16	NA	SNHG16
ENSG00000274091	SNORD1C	NA	SNORD1C
ENSG00000199961	SNORD1B	NA	SNORD1B
ENSG00000278261	SNORD1A	NA	SNORD1A
ENSG00000070731	ST6GALNAC2	NA	ST6GALNAC2
ENSG00000070526	ST6GALNAC1	NA	ST6GALNAC1
ENSG00000199735	RNU6-227P	NA	RNU6-227P
ENSG00000182534	MXRA7	NA	MXRA7
ENSG00000212418	RNY4P36	NA	RNY4P36
ENSG00000070495	JMJD6	NA	JMJD6
ENSG00000181038	METTL23	NA	METTL23
ENSG00000161547	SRSF2	NA	SRSF2
ENSG00000092931	MFSD11	NA	MFSD11
ENSG00000283805	MIR636	NA	MIR636
ENSG00000200257	RNU6-97P	NA	RNU6-97P
ENSG00000267065	LINC02080	NA	LINC02080
ENSG00000267535	LINC00868	NA	LINC00868
ENSG00000167889	MGAT5B	NA	MGAT5B
ENSG00000276202	Metazoa_SRP	NA	Metazoa_SRP
ENSG00000234912	SNHG20	NA	SNHG20
ENSG00000129657	SEC14L1	NA	SEC14L1
ENSG00000275143	SCARNA16	NA	SCARNA16
ENSG00000284250	MIR6516	NA	MIR6516
ENSG00000222808	RNU4-47P	NA	RNU4-47P
ENSG00000262870	CYCSP40	NA	CYCSP40
ENSG00000264060	MIR4316	NA	MIR4316
ENSG00000200651	Y_RNA	NA	Y_RNA
ENSG00000267790	LINC01987	NA	LINC01987
ENSG00000204283	LINC01973	NA	LINC01973
ENSG00000238898	RNU1-80P	NA	RNU1-80P
ENSG00000078687	TNRC6C	NA	TNRC6C
ENSG00000267463	UBE2V2P2	NA	UBE2V2P2
ENSG00000238658	RNU6-625P	NA	RNU6-625P
ENSG00000204282	TNRC6C-AS1	NA	TNRC6C-AS1
ENSG00000141524	TMC6	NA	TMC6
ENSG00000167895	TMC8	NA	TMC8
ENSG00000187997	C17orf99	NA	C17orf99
ENSG00000267679	EIF5AP2	NA	EIF5AP2
ENSG00000108639	SYNGR2	NA	SYNGR2
ENSG00000167900	TK1	NA	TK1
ENSG00000183077	AFMID	NA	AFMID
ENSG00000089685	BIRC5	NA	BIRC5
ENSG00000204278	TMEM235	NA	TMEM235
ENSG00000267676	THA1P	NA	THA1P
ENSG00000204277	LINC01993	NA	LINC01993
ENSG00000184557	SOCS3	NA	SOCS3
ENSG00000243870	RN7SL236P	NA	RN7SL236P
ENSG00000087157	PGS1	NA	PGS1
ENSG00000187775	DNAH17	NA	DNAH17
ENSG00000267432	DNAH17-AS1	NA	DNAH17-AS1
ENSG00000243426	RN7SL454P	NA	RN7SL454P
ENSG00000108669	CYTH1	NA	CYTH1
ENSG00000252391	RNU6-638P	NA	RNU6-638P
ENSG00000055483	USP36	NA	USP36
ENSG00000035862	TIMP2	NA	TIMP2
ENSG00000178404	CEP295NL	NA	CEP295NL
ENSG00000108679	LGALS3BP	NA	LGALS3BP
ENSG00000171302	CANT1	NA	CANT1
ENSG00000265096	C1QTNF1-AS1	NA	C1QTNF1-AS1
ENSG00000173918	C1QTNF1	NA	C1QTNF1
ENSG00000167280	ENGASE	NA	ENGASE
ENSG00000167281	RBFOX3	NA	RBFOX3
ENSG00000266665	MIR4739	NA	MIR4739
ENSG00000267719	LINC02078	NA	LINC02078
ENSG00000182156	ENPP7	NA	ENPP7
ENSG00000173894	CBX2	NA	CBX2
ENSG00000141570	CBX8	NA	CBX8
ENSG00000262772	LINC01977	NA	LINC01977
ENSG00000141582	CBX4	NA	CBX4
ENSG00000262585	LINC01979	NA	LINC01979
ENSG00000262188	LINC01978	NA	LINC01978
ENSG00000167291	TBC1D16	NA	TBC1D16
ENSG00000141519	CCDC40	NA	CCDC40
ENSG00000265561	MIR1268B	NA	MIR1268B
ENSG00000171298	GAA	NA	GAA
ENSG00000141543	EIF4A3	NA	EIF4A3
ENSG00000141527	CARD14	NA	CARD14
ENSG00000181523	SGSH	NA	SGSH
ENSG00000181045	SLC26A11	NA	SLC26A11
ENSG00000173821	RNF213	NA	RNF213
ENSG00000173818	ENDOV	NA	ENDOV
ENSG00000264961	MIR4730	NA	MIR4730
ENSG00000171246	NPTX1	NA	NPTX1
ENSG00000141564	RPTOR	NA	RPTOR
ENSG00000240270	RPL12P37	NA	RPL12P37
ENSG00000176108	CHMP6	NA	CHMP6
